parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=100,6367.1109243995425,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=101,5908.650034747103,3
