parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=100,5688.181772025886,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=101,6082.136472854632,3
