parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=100,6477.319462745139,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=101,5850.553008203014,3
