file_name,median_magnitude,parameters,toff
idm_accel-20240127_214320.csv,6367.1109243995425,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=100,3
idm_accel-20240127_214322.csv,5908.650034747103,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=101,3
