parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=100,6363.624048598592,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=101,6105.99910507059,3
