parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=100,6118.8000598298295,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=101,5957.939812888264,3
