parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=100,6585.618000046081,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=101,6003.034680768002,3
