file_name,median_magnitude,parameters,toff
idm_accel-20240213_181518.csv,12250.986485505144,current=2000_tbl=1_toff=3_hstrt=0_hend=2_speed=47,3
idm_accel-20240213_181522.csv,11749.29089363041,current=2000_tbl=1_toff=3_hstrt=0_hend=3_speed=47,3
idm_accel-20240213_181526.csv,11278.262460965876,current=2000_tbl=1_toff=3_hstrt=0_hend=4_speed=47,3
idm_accel-20240213_181530.csv,10840.963509361854,current=2000_tbl=1_toff=3_hstrt=0_hend=5_speed=47,3
idm_accel-20240213_181534.csv,10343.002159332025,current=2000_tbl=1_toff=3_hstrt=0_hend=6_speed=47,3
idm_accel-20240213_181538.csv,9933.481804799452,current=2000_tbl=1_toff=3_hstrt=0_hend=7_speed=47,3
idm_accel-20240213_181542.csv,9470.88326510568,current=2000_tbl=1_toff=3_hstrt=0_hend=8_speed=47,3
idm_accel-20240213_181547.csv,8967.862566112895,current=2000_tbl=1_toff=3_hstrt=0_hend=9_speed=47,3
idm_accel-20240213_181551.csv,8520.728992370965,current=2000_tbl=1_toff=3_hstrt=0_hend=10_speed=47,3
idm_accel-20240213_181555.csv,8025.947493518403,current=2000_tbl=1_toff=3_hstrt=0_hend=11_speed=47,3
idm_accel-20240213_181559.csv,7769.420114723263,current=2000_tbl=1_toff=3_hstrt=0_hend=12_speed=47,3
idm_accel-20240213_181603.csv,7478.383836781341,current=2000_tbl=1_toff=3_hstrt=0_hend=13_speed=47,3
idm_accel-20240213_181607.csv,7305.604258961754,current=2000_tbl=1_toff=3_hstrt=0_hend=14_speed=47,3
idm_accel-20240213_181611.csv,6985.166845000887,current=2000_tbl=1_toff=3_hstrt=0_hend=15_speed=47,3
idm_accel-20240213_181615.csv,11811.410926889366,current=2000_tbl=1_toff=3_hstrt=1_hend=2_speed=47,3
idm_accel-20240213_181619.csv,11285.147685293305,current=2000_tbl=1_toff=3_hstrt=1_hend=3_speed=47,3
idm_accel-20240213_181623.csv,10819.182992903281,current=2000_tbl=1_toff=3_hstrt=1_hend=4_speed=47,3
idm_accel-20240213_181627.csv,10404.54708207165,current=2000_tbl=1_toff=3_hstrt=1_hend=5_speed=47,3
idm_accel-20240213_181631.csv,9987.868934045484,current=2000_tbl=1_toff=3_hstrt=1_hend=6_speed=47,3
idm_accel-20240213_181635.csv,9503.257935000012,current=2000_tbl=1_toff=3_hstrt=1_hend=7_speed=47,3
idm_accel-20240213_181639.csv,9003.307947897241,current=2000_tbl=1_toff=3_hstrt=1_hend=8_speed=47,3
idm_accel-20240213_181643.csv,8356.412035535677,current=2000_tbl=1_toff=3_hstrt=1_hend=9_speed=47,3
idm_accel-20240213_181647.csv,8185.8703622102375,current=2000_tbl=1_toff=3_hstrt=1_hend=10_speed=47,3
idm_accel-20240213_181651.csv,7933.297569405973,current=2000_tbl=1_toff=3_hstrt=1_hend=11_speed=47,3
idm_accel-20240213_181655.csv,7656.113310935112,current=2000_tbl=1_toff=3_hstrt=1_hend=12_speed=47,3
idm_accel-20240213_181659.csv,7395.6776900251525,current=2000_tbl=1_toff=3_hstrt=1_hend=13_speed=47,3
idm_accel-20240213_181703.csv,7133.150851625908,current=2000_tbl=1_toff=3_hstrt=1_hend=14_speed=47,3
idm_accel-20240213_181707.csv,11054.760972568763,current=2000_tbl=1_toff=3_hstrt=2_hend=2_speed=47,3
idm_accel-20240213_181711.csv,10644.933987817574,current=2000_tbl=1_toff=3_hstrt=2_hend=3_speed=47,3
idm_accel-20240213_181715.csv,10181.467477223721,current=2000_tbl=1_toff=3_hstrt=2_hend=4_speed=47,3
idm_accel-20240213_181719.csv,9700.24439334359,current=2000_tbl=1_toff=3_hstrt=2_hend=5_speed=47,3
idm_accel-20240213_181723.csv,9167.292796172227,current=2000_tbl=1_toff=3_hstrt=2_hend=6_speed=47,3
idm_accel-20240213_181727.csv,8727.382301765281,current=2000_tbl=1_toff=3_hstrt=2_hend=7_speed=47,3
idm_accel-20240213_181731.csv,8163.920131274601,current=2000_tbl=1_toff=3_hstrt=2_hend=8_speed=47,3
idm_accel-20240213_181735.csv,7913.567549401523,current=2000_tbl=1_toff=3_hstrt=2_hend=9_speed=47,3
idm_accel-20240213_181739.csv,7718.652875983391,current=2000_tbl=1_toff=3_hstrt=2_hend=10_speed=47,3
idm_accel-20240213_181743.csv,7572.771661970577,current=2000_tbl=1_toff=3_hstrt=2_hend=11_speed=47,3
idm_accel-20240213_181747.csv,7322.26794469094,current=2000_tbl=1_toff=3_hstrt=2_hend=12_speed=47,3
idm_accel-20240213_181751.csv,6962.738547514655,current=2000_tbl=1_toff=3_hstrt=2_hend=13_speed=47,3
idm_accel-20240213_181755.csv,10545.413345839228,current=2000_tbl=1_toff=3_hstrt=3_hend=2_speed=47,3
idm_accel-20240213_181759.csv,10148.795760861987,current=2000_tbl=1_toff=3_hstrt=3_hend=3_speed=47,3
idm_accel-20240213_181803.csv,9636.526951694694,current=2000_tbl=1_toff=3_hstrt=3_hend=4_speed=47,3
idm_accel-20240213_181807.csv,9229.133329365766,current=2000_tbl=1_toff=3_hstrt=3_hend=5_speed=47,3
idm_accel-20240213_181811.csv,8614.284308694365,current=2000_tbl=1_toff=3_hstrt=3_hend=6_speed=47,3
idm_accel-20240213_181815.csv,8159.683732724309,current=2000_tbl=1_toff=3_hstrt=3_hend=7_speed=47,3
idm_accel-20240213_181819.csv,7949.724439754898,current=2000_tbl=1_toff=3_hstrt=3_hend=8_speed=47,3
idm_accel-20240213_181823.csv,7752.641102215432,current=2000_tbl=1_toff=3_hstrt=3_hend=9_speed=47,3
idm_accel-20240213_181827.csv,7507.514925670788,current=2000_tbl=1_toff=3_hstrt=3_hend=10_speed=47,3
idm_accel-20240213_181831.csv,7338.942391878287,current=2000_tbl=1_toff=3_hstrt=3_hend=11_speed=47,3
idm_accel-20240213_181835.csv,6893.015935051851,current=2000_tbl=1_toff=3_hstrt=3_hend=12_speed=47,3
idm_accel-20240213_181839.csv,10251.752882455097,current=2000_tbl=1_toff=3_hstrt=4_hend=2_speed=47,3
idm_accel-20240213_181843.csv,9722.413689509402,current=2000_tbl=1_toff=3_hstrt=4_hend=3_speed=47,3
idm_accel-20240213_181848.csv,9255.727169572881,current=2000_tbl=1_toff=3_hstrt=4_hend=4_speed=47,3
idm_accel-20240213_181852.csv,8592.337123544743,current=2000_tbl=1_toff=3_hstrt=4_hend=5_speed=47,3
idm_accel-20240213_181856.csv,8297.067768728211,current=2000_tbl=1_toff=3_hstrt=4_hend=6_speed=47,3
idm_accel-20240213_181900.csv,7989.331480243383,current=2000_tbl=1_toff=3_hstrt=4_hend=7_speed=47,3
idm_accel-20240213_181904.csv,7770.472781747783,current=2000_tbl=1_toff=3_hstrt=4_hend=8_speed=47,3
idm_accel-20240213_181908.csv,7559.580182412084,current=2000_tbl=1_toff=3_hstrt=4_hend=9_speed=47,3
idm_accel-20240213_181912.csv,7290.236727923474,current=2000_tbl=1_toff=3_hstrt=4_hend=10_speed=47,3
idm_accel-20240213_181916.csv,6911.144019816681,current=2000_tbl=1_toff=3_hstrt=4_hend=11_speed=47,3
idm_accel-20240213_181920.csv,9608.883108302418,current=2000_tbl=1_toff=3_hstrt=5_hend=2_speed=47,3
idm_accel-20240213_181924.csv,9127.349182988142,current=2000_tbl=1_toff=3_hstrt=5_hend=3_speed=47,3
idm_accel-20240213_181928.csv,8530.300241130626,current=2000_tbl=1_toff=3_hstrt=5_hend=4_speed=47,3
idm_accel-20240213_181932.csv,8297.47121011588,current=2000_tbl=1_toff=3_hstrt=5_hend=5_speed=47,3
idm_accel-20240213_181936.csv,8122.335361795552,current=2000_tbl=1_toff=3_hstrt=5_hend=6_speed=47,3
idm_accel-20240213_181940.csv,7770.842444401656,current=2000_tbl=1_toff=3_hstrt=5_hend=7_speed=47,3
idm_accel-20240213_181944.csv,7508.1889221447755,current=2000_tbl=1_toff=3_hstrt=5_hend=8_speed=47,3
idm_accel-20240213_181948.csv,7223.402004654861,current=2000_tbl=1_toff=3_hstrt=5_hend=9_speed=47,3
idm_accel-20240213_181952.csv,6941.873658701719,current=2000_tbl=1_toff=3_hstrt=5_hend=10_speed=47,3
idm_accel-20240213_181956.csv,9109.881069815285,current=2000_tbl=1_toff=3_hstrt=6_hend=2_speed=47,3
idm_accel-20240213_182000.csv,8595.247480004795,current=2000_tbl=1_toff=3_hstrt=6_hend=3_speed=47,3
idm_accel-20240213_182004.csv,8242.265145075986,current=2000_tbl=1_toff=3_hstrt=6_hend=4_speed=47,3
idm_accel-20240213_182008.csv,7913.005636795505,current=2000_tbl=1_toff=3_hstrt=6_hend=5_speed=47,3
idm_accel-20240213_182012.csv,7837.2135195712735,current=2000_tbl=1_toff=3_hstrt=6_hend=6_speed=47,3
idm_accel-20240213_182016.csv,7428.531434173258,current=2000_tbl=1_toff=3_hstrt=6_hend=7_speed=47,3
idm_accel-20240213_182020.csv,7065.320931509021,current=2000_tbl=1_toff=3_hstrt=6_hend=8_speed=47,3
idm_accel-20240213_182024.csv,6830.455508896036,current=2000_tbl=1_toff=3_hstrt=6_hend=9_speed=47,3
idm_accel-20240213_182028.csv,8498.43927250555,current=2000_tbl=1_toff=3_hstrt=7_hend=2_speed=47,3
idm_accel-20240213_182032.csv,8293.11132729373,current=2000_tbl=1_toff=3_hstrt=7_hend=3_speed=47,3
idm_accel-20240213_182036.csv,7966.095756197811,current=2000_tbl=1_toff=3_hstrt=7_hend=4_speed=47,3
idm_accel-20240213_182040.csv,7776.509994690657,current=2000_tbl=1_toff=3_hstrt=7_hend=5_speed=47,3
idm_accel-20240213_182044.csv,7386.544772055379,current=2000_tbl=1_toff=3_hstrt=7_hend=6_speed=47,3
