parameters,median_magnitude,toff
current=2200_tbl=0_toff=1_hstrt=0_hend=2_speed=48,15020.918980142853,1
current=2200_tbl=0_toff=1_hstrt=0_hend=3_speed=48,14536.685557401719,1
current=2200_tbl=0_toff=1_hstrt=0_hend=4_speed=48,14007.426130216401,1
current=2200_tbl=0_toff=1_hstrt=0_hend=5_speed=48,13410.172063925304,1
current=2200_tbl=0_toff=1_hstrt=0_hend=6_speed=48,12630.357977542142,1
current=2200_tbl=0_toff=1_hstrt=0_hend=7_speed=48,12078.964446039747,1
current=2200_tbl=0_toff=1_hstrt=0_hend=8_speed=48,11535.970620861433,1
current=2200_tbl=0_toff=1_hstrt=0_hend=9_speed=48,10966.984566307088,1
current=2200_tbl=0_toff=1_hstrt=0_hend=10_speed=48,10184.97266093344,1
current=2200_tbl=0_toff=1_hstrt=0_hend=11_speed=48,9949.219003782988,1
current=2200_tbl=0_toff=1_hstrt=0_hend=12_speed=48,9426.51163487767,1
current=2200_tbl=0_toff=1_hstrt=0_hend=13_speed=48,9110.182912465662,1
current=2200_tbl=0_toff=1_hstrt=0_hend=14_speed=48,8724.755986949096,1
current=2200_tbl=0_toff=1_hstrt=0_hend=15_speed=48,8588.680582331413,1
current=2200_tbl=0_toff=1_hstrt=1_hend=2_speed=48,14804.109910116225,1
current=2200_tbl=0_toff=1_hstrt=1_hend=3_speed=48,14088.129878308951,1
current=2200_tbl=0_toff=1_hstrt=1_hend=4_speed=48,13390.456274492124,1
current=2200_tbl=0_toff=1_hstrt=1_hend=5_speed=48,12838.315645044655,1
current=2200_tbl=0_toff=1_hstrt=1_hend=6_speed=48,12109.425147330476,1
current=2200_tbl=0_toff=1_hstrt=1_hend=7_speed=48,11671.655160614548,1
current=2200_tbl=0_toff=1_hstrt=1_hend=8_speed=48,10972.103812537536,1
current=2200_tbl=0_toff=1_hstrt=1_hend=9_speed=48,10330.041447646392,1
current=2200_tbl=0_toff=1_hstrt=1_hend=10_speed=48,9983.346483672682,1
current=2200_tbl=0_toff=1_hstrt=1_hend=11_speed=48,9459.669208589452,1
current=2200_tbl=0_toff=1_hstrt=1_hend=12_speed=48,9269.797255404337,1
current=2200_tbl=0_toff=1_hstrt=1_hend=13_speed=48,8862.949732000667,1
current=2200_tbl=0_toff=1_hstrt=1_hend=14_speed=48,8648.817470587172,1
current=2200_tbl=0_toff=1_hstrt=2_hend=2_speed=48,14319.69030728339,1
current=2200_tbl=0_toff=1_hstrt=2_hend=3_speed=48,13572.73623422971,1
current=2200_tbl=0_toff=1_hstrt=2_hend=4_speed=48,13012.664651045301,1
current=2200_tbl=0_toff=1_hstrt=2_hend=5_speed=48,12255.09206345234,1
current=2200_tbl=0_toff=1_hstrt=2_hend=6_speed=48,11745.33810189562,1
current=2200_tbl=0_toff=1_hstrt=2_hend=7_speed=48,11019.268276584497,1
current=2200_tbl=0_toff=1_hstrt=2_hend=8_speed=48,10217.645984783197,1
current=2200_tbl=0_toff=1_hstrt=2_hend=9_speed=48,9897.604180426568,1
current=2200_tbl=0_toff=1_hstrt=2_hend=10_speed=48,9452.297237759118,1
current=2200_tbl=0_toff=1_hstrt=2_hend=11_speed=48,9021.342846730573,1
current=2200_tbl=0_toff=1_hstrt=2_hend=12_speed=48,8775.445106625992,1
current=2200_tbl=0_toff=1_hstrt=2_hend=13_speed=48,8668.915902322982,1
current=2200_tbl=0_toff=1_hstrt=3_hend=2_speed=48,13499.34795615499,1
current=2200_tbl=0_toff=1_hstrt=3_hend=3_speed=48,12952.216219999707,1
current=2200_tbl=0_toff=1_hstrt=3_hend=4_speed=48,12225.55045723441,1
current=2200_tbl=0_toff=1_hstrt=3_hend=5_speed=48,11663.724872628194,1
current=2200_tbl=0_toff=1_hstrt=3_hend=6_speed=48,11031.96270194227,1
current=2200_tbl=0_toff=1_hstrt=3_hend=7_speed=48,10307.351103098792,1
current=2200_tbl=0_toff=1_hstrt=3_hend=8_speed=48,10022.288295194257,1
current=2200_tbl=0_toff=1_hstrt=3_hend=9_speed=48,9584.332640310371,1
current=2200_tbl=0_toff=1_hstrt=3_hend=10_speed=48,9186.745788413544,1
current=2200_tbl=0_toff=1_hstrt=3_hend=11_speed=48,8790.40391260736,1
current=2200_tbl=0_toff=1_hstrt=3_hend=12_speed=48,8683.416587533158,1
current=2200_tbl=0_toff=1_hstrt=4_hend=2_speed=48,12917.488116478477,1
current=2200_tbl=0_toff=1_hstrt=4_hend=3_speed=48,12256.253142465874,1
current=2200_tbl=0_toff=1_hstrt=4_hend=4_speed=48,11680.86202422434,1
current=2200_tbl=0_toff=1_hstrt=4_hend=5_speed=48,11083.202853098745,1
current=2200_tbl=0_toff=1_hstrt=4_hend=6_speed=48,10504.331616090925,1
current=2200_tbl=0_toff=1_hstrt=4_hend=7_speed=48,9892.365971620242,1
current=2200_tbl=0_toff=1_hstrt=4_hend=8_speed=48,9372.64848666259,1
current=2200_tbl=0_toff=1_hstrt=4_hend=9_speed=48,9161.86796005315,1
current=2200_tbl=0_toff=1_hstrt=4_hend=10_speed=48,8867.4726640423,1
current=2200_tbl=0_toff=1_hstrt=4_hend=11_speed=48,8624.234752363962,1
current=2200_tbl=0_toff=1_hstrt=5_hend=2_speed=48,12467.87178418733,1
current=2200_tbl=0_toff=1_hstrt=5_hend=3_speed=48,11798.618979078648,1
current=2200_tbl=0_toff=1_hstrt=5_hend=4_speed=48,11001.614803382254,1
current=2200_tbl=0_toff=1_hstrt=5_hend=5_speed=48,10375.031680461685,1
current=2200_tbl=0_toff=1_hstrt=5_hend=6_speed=48,9995.472207120907,1
current=2200_tbl=0_toff=1_hstrt=5_hend=7_speed=48,9412.269051822575,1
current=2200_tbl=0_toff=1_hstrt=5_hend=8_speed=48,9060.702843948391,1
current=2200_tbl=0_toff=1_hstrt=5_hend=9_speed=48,8975.615175685194,1
current=2200_tbl=0_toff=1_hstrt=5_hend=10_speed=48,8610.955215632,1
current=2200_tbl=0_toff=1_hstrt=6_hend=2_speed=48,11506.474873161864,1
current=2200_tbl=0_toff=1_hstrt=6_hend=3_speed=48,11053.712478345748,1
current=2200_tbl=0_toff=1_hstrt=6_hend=4_speed=48,10472.393429679914,1
current=2200_tbl=0_toff=1_hstrt=6_hend=5_speed=48,9923.702774216945,1
current=2200_tbl=0_toff=1_hstrt=6_hend=6_speed=48,9566.286981792306,1
current=2200_tbl=0_toff=1_hstrt=6_hend=7_speed=48,9087.380298766262,1
current=2200_tbl=0_toff=1_hstrt=6_hend=8_speed=48,8964.403861517072,1
