parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=185,3879.932707776049,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=186,3715.8302619109204,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=187,3497.0672171275573,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=188,3575.8666204160004,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=189,3498.8355518663375,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=190,3244.61585380896,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=191,3247.4342698213413,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=192,3399.7967062688494,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=193,3253.786112565701,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=194,3184.6630431276035,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=195,3596.699206675007,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=196,3322.5791788655156,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=197,3381.5551614046226,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=198,3431.426239386412,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=199,3361.517109596538,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=200,3234.4982129753585,3
