parameters,median_magnitude,toff
current=2200_tbl=0_toff=2_hstrt=2_hend=2_speed=100,8562.917716509268,2
current=2200_tbl=0_toff=2_hstrt=2_hend=2_speed=101,7622.243216184645,2
