parameters,median_magnitude,toff
current=2000_tbl=1_toff=3_hstrt=4_hend=7_speed=47,7989.331480243383,3
current=2000_tbl=1_toff=3_hstrt=4_hend=8_speed=47,7770.472781747783,3
current=2000_tbl=1_toff=3_hstrt=4_hend=9_speed=47,7559.580182412084,3
current=2000_tbl=1_toff=3_hstrt=4_hend=10_speed=47,7290.236727923474,3
current=2000_tbl=1_toff=3_hstrt=4_hend=11_speed=47,6911.144019816681,3
current=2000_tbl=1_toff=3_hstrt=5_hend=2_speed=47,9608.883108302418,3
current=2000_tbl=1_toff=3_hstrt=5_hend=3_speed=47,9127.349182988142,3
current=2000_tbl=1_toff=3_hstrt=5_hend=4_speed=47,8530.300241130626,3
current=2000_tbl=1_toff=3_hstrt=5_hend=5_speed=47,8297.47121011588,3
current=2000_tbl=1_toff=3_hstrt=5_hend=6_speed=47,8122.335361795552,3
current=2000_tbl=1_toff=3_hstrt=5_hend=7_speed=47,7770.842444401656,3
current=2000_tbl=1_toff=3_hstrt=5_hend=8_speed=47,7508.1889221447755,3
current=2000_tbl=1_toff=3_hstrt=5_hend=9_speed=47,7223.402004654861,3
current=2000_tbl=1_toff=3_hstrt=5_hend=10_speed=47,6941.873658701719,3
current=2000_tbl=1_toff=3_hstrt=6_hend=2_speed=47,9109.881069815285,3
current=2000_tbl=1_toff=3_hstrt=6_hend=3_speed=47,8595.247480004795,3
current=2000_tbl=1_toff=3_hstrt=6_hend=4_speed=47,8242.265145075986,3
current=2000_tbl=1_toff=3_hstrt=6_hend=5_speed=47,7913.005636795505,3
current=2000_tbl=1_toff=3_hstrt=6_hend=6_speed=47,7837.2135195712735,3
current=2000_tbl=1_toff=3_hstrt=6_hend=7_speed=47,7428.531434173258,3
current=2000_tbl=1_toff=3_hstrt=6_hend=8_speed=47,7065.320931509021,3
current=2000_tbl=1_toff=3_hstrt=6_hend=9_speed=47,6830.455508896036,3
current=2000_tbl=1_toff=3_hstrt=7_hend=2_speed=47,8498.43927250555,3
current=2000_tbl=1_toff=3_hstrt=7_hend=3_speed=47,8293.11132729373,3
current=2000_tbl=1_toff=3_hstrt=7_hend=4_speed=47,7966.095756197811,3
current=2000_tbl=1_toff=3_hstrt=7_hend=5_speed=47,7776.509994690657,3
current=2000_tbl=1_toff=3_hstrt=7_hend=6_speed=47,7386.544772055379,3
current=2000_tbl=1_toff=3_hstrt=7_hend=7_speed=47,7159.116165444225,3
current=2000_tbl=1_toff=3_hstrt=7_hend=8_speed=47,6842.078771875402,3
