parameters,median_magnitude,toff
current=2200_tbl=0_toff=2_hstrt=2_hend=2_speed=100,8622.58490357908,2
current=2200_tbl=0_toff=2_hstrt=2_hend=2_speed=101,7702.552709244551,2
