parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=200,3383.5798797940724,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=201,3316.47807047685,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=202,3084.6610242541055,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=203,3070.42711417577,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=204,3057.1456691610924,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=205,3064.7732348340314,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=206,3074.461180567713,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=207,3164.92885169943,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=208,3030.745354059925,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=209,2886.8012867320267,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=210,3184.820531531185,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=211,3119.548295121792,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=212,3185.796377644535,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=213,2974.3999783757336,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=214,3198.9616393643446,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=215,3244.6512036965955,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=216,3019.9036546983552,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=217,2957.6521912585645,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=218,3421.1943605341976,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=219,3109.6097225075587,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=220,3404.5379244679348,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=221,3341.9110343732887,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=222,3207.639049517672,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=223,3296.795180410422,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=224,3556.8329485653644,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=225,3331.9202257110164,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=226,3306.334080057382,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=227,3359.1937468800916,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=228,3317.478945719558,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=229,3579.0552167768296,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=230,3277.409351639038,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=231,3367.123123460411,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=232,3434.5705296429733,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=233,3122.79302205047,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=234,3363.6154237332457,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=235,3302.3669959251138,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=236,3293.7567476671247,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=237,3240.781674107282,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=238,3101.7065009811254,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=239,3234.721503148411,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=240,2981.8414424962725,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=241,3359.8630560351385,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=242,3431.886521056764,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=243,3312.460845792604,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=244,3505.8339946583287,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=245,3239.772127380229,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=246,3290.5982872431605,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=247,3518.592973434121,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=248,2960.6663269355286,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=249,3059.5410057531835,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=250,2973.7326388840893,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=251,3465.3784329915497,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=252,3378.078552579965,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=253,3205.992473385412,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=254,2929.0450312111097,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=255,3318.1734796795668,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=256,3486.006968789333,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=257,2884.344334790324,3
