parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=200,3476.7468459965144,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=201,3657.8663090488035,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=202,3438.376977547903,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=203,3685.070562794736,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=204,3313.73943461987,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=205,3243.5486207948734,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=206,3228.7475968442386,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=207,3345.0278992124568,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=208,3224.498138736534,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=209,3668.2826196265687,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=210,3522.798628714143,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=211,3208.8090200163097,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=212,3598.541644690109,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=213,3230.164033846182,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=214,3198.158993290057,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=215,3526.469681381362,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=216,3261.9370958264376,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=217,3247.9106146191757,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=218,3457.5422090159873,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=219,3516.5576457612187,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=220,3251.992213729904,3
