file_name,median_magnitude,parameters,toff
idm_accel-20240131_235431.csv,15020.918980142853,current=2200_tbl=0_toff=1_hstrt=0_hend=2_speed=48,1
idm_accel-20240131_235433.csv,14536.685557401719,current=2200_tbl=0_toff=1_hstrt=0_hend=3_speed=48,1
idm_accel-20240131_235436.csv,14007.426130216401,current=2200_tbl=0_toff=1_hstrt=0_hend=4_speed=48,1
idm_accel-20240131_235438.csv,13410.172063925304,current=2200_tbl=0_toff=1_hstrt=0_hend=5_speed=48,1
idm_accel-20240131_235441.csv,12630.357977542142,current=2200_tbl=0_toff=1_hstrt=0_hend=6_speed=48,1
idm_accel-20240131_235443.csv,12078.964446039747,current=2200_tbl=0_toff=1_hstrt=0_hend=7_speed=48,1
idm_accel-20240131_235445.csv,11535.970620861433,current=2200_tbl=0_toff=1_hstrt=0_hend=8_speed=48,1
idm_accel-20240131_235448.csv,10966.984566307088,current=2200_tbl=0_toff=1_hstrt=0_hend=9_speed=48,1
idm_accel-20240131_235450.csv,10184.97266093344,current=2200_tbl=0_toff=1_hstrt=0_hend=10_speed=48,1
idm_accel-20240131_235453.csv,9949.219003782988,current=2200_tbl=0_toff=1_hstrt=0_hend=11_speed=48,1
idm_accel-20240131_235455.csv,9426.51163487767,current=2200_tbl=0_toff=1_hstrt=0_hend=12_speed=48,1
idm_accel-20240131_235457.csv,9110.182912465662,current=2200_tbl=0_toff=1_hstrt=0_hend=13_speed=48,1
idm_accel-20240131_235500.csv,8724.755986949096,current=2200_tbl=0_toff=1_hstrt=0_hend=14_speed=48,1
idm_accel-20240131_235502.csv,8588.680582331413,current=2200_tbl=0_toff=1_hstrt=0_hend=15_speed=48,1
idm_accel-20240131_235505.csv,14804.109910116225,current=2200_tbl=0_toff=1_hstrt=1_hend=2_speed=48,1
idm_accel-20240131_235507.csv,14088.129878308951,current=2200_tbl=0_toff=1_hstrt=1_hend=3_speed=48,1
idm_accel-20240131_235510.csv,13390.456274492124,current=2200_tbl=0_toff=1_hstrt=1_hend=4_speed=48,1
idm_accel-20240131_235512.csv,12838.315645044655,current=2200_tbl=0_toff=1_hstrt=1_hend=5_speed=48,1
idm_accel-20240131_235514.csv,12109.425147330476,current=2200_tbl=0_toff=1_hstrt=1_hend=6_speed=48,1
