parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=50,9067.32056398348,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=51,6685.010991767496,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=52,6286.796091602304,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=53,5754.670479844297,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=54,4129.436402825399,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=55,3180.602965418589,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=56,2980.993547472406,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=57,2722.675656167255,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=58,2792.983657631352,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=59,2948.6923877435474,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=60,3195.108305925241,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=61,3422.698611639965,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=62,3558.4828473932835,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=63,3411.7936499430207,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=64,3304.1127946393763,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=65,3085.883538145557,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=66,3247.576644950069,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=67,3137.51518001315,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=68,3122.130765183322,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=69,2897.5894209288645,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=70,2956.3570337510737,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=71,2740.1103885531043,3
