parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=200,3354.9895703694738,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=201,3222.3667395185134,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=202,3212.854490618794,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=203,3105.1752553354286,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=204,3258.2683265688634,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=205,2912.884015506309,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=206,3023.136179362432,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=207,2938.1800413727906,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=208,2936.286436095951,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=209,3138.3993169608143,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=210,3060.1868564139063,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=211,3171.87898442181,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=212,3002.168652534554,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=213,3190.2494175371635,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=214,2922.013026029195,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=215,3300.9989733178795,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=216,3226.4423595147196,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=217,3161.412520107027,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=218,2941.264801894512,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=219,3029.7838692613113,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=220,3345.380891968566,3
