parameters,median_magnitude,toff
current=2000_tbl=0_toff=1_hstrt=0_hend=2_speed=47,20335.666170380086,1
current=2000_tbl=0_toff=1_hstrt=0_hend=3_speed=47,19722.0684242114,1
current=2000_tbl=0_toff=1_hstrt=0_hend=4_speed=47,18740.851412455246,1
current=2000_tbl=0_toff=1_hstrt=0_hend=5_speed=47,18166.172825817965,1
current=2000_tbl=0_toff=1_hstrt=0_hend=6_speed=47,17070.335679662225,1
current=2000_tbl=0_toff=1_hstrt=0_hend=7_speed=47,16369.087513242906,1
current=2000_tbl=0_toff=1_hstrt=0_hend=8_speed=47,15338.70092975146,1
current=2000_tbl=0_toff=1_hstrt=0_hend=9_speed=47,14761.540653305832,1
current=2000_tbl=0_toff=1_hstrt=0_hend=10_speed=47,14018.981177023217,1
current=2000_tbl=0_toff=1_hstrt=0_hend=11_speed=47,13490.94685485648,1
current=2000_tbl=0_toff=1_hstrt=0_hend=12_speed=47,13087.11623528842,1
current=2000_tbl=0_toff=1_hstrt=0_hend=13_speed=47,12663.581557083327,1
current=2000_tbl=0_toff=1_hstrt=0_hend=14_speed=47,11971.26304066896,1
current=2000_tbl=0_toff=1_hstrt=0_hend=15_speed=47,11769.122918640804,1
current=2000_tbl=0_toff=1_hstrt=1_hend=2_speed=47,19078.617730627673,1
current=2000_tbl=0_toff=1_hstrt=1_hend=3_speed=47,18345.84045499543,1
current=2000_tbl=0_toff=1_hstrt=1_hend=4_speed=47,17491.386497983665,1
current=2000_tbl=0_toff=1_hstrt=1_hend=5_speed=47,16518.535269804845,1
current=2000_tbl=0_toff=1_hstrt=1_hend=6_speed=47,15908.02569836031,1
current=2000_tbl=0_toff=1_hstrt=1_hend=7_speed=47,15097.185659388135,1
current=2000_tbl=0_toff=1_hstrt=1_hend=8_speed=47,14467.42270211141,1
current=2000_tbl=0_toff=1_hstrt=1_hend=9_speed=47,13968.63791176099,1
current=2000_tbl=0_toff=1_hstrt=1_hend=10_speed=47,13376.305191655998,1
current=2000_tbl=0_toff=1_hstrt=1_hend=11_speed=47,13053.665665187826,1
current=2000_tbl=0_toff=1_hstrt=1_hend=12_speed=47,12524.210830418597,1
current=2000_tbl=0_toff=1_hstrt=1_hend=13_speed=47,12019.192217131522,1
current=2000_tbl=0_toff=1_hstrt=1_hend=14_speed=47,11778.738312476657,1
current=2000_tbl=0_toff=1_hstrt=2_hend=2_speed=47,18160.468444249236,1
current=2000_tbl=0_toff=1_hstrt=2_hend=3_speed=47,17311.29161542624,1
