parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=50,12352.267150131589,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=51,9003.31122329759,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=52,10756.643681800517,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=53,10238.50772478438,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=54,8404.968285559553,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=55,6442.247248004256,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=56,5663.620536496906,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=57,4774.46293036968,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=58,3925.801599475863,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=59,3535.954150714567,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=60,3077.9136147195577,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=61,2732.5509277454134,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=62,2486.88758650539,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=63,2398.2683493729737,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=64,2436.6057421726737,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=65,2228.089910798916,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=66,2189.012699126665,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=67,1936.818877496972,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=68,2133.2079004171665,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=69,2138.0287253751158,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=70,2279.0981759389297,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=71,2453.789211264526,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=72,2374.3357767417633,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=73,2448.4706183065027,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=74,2457.4424530331235,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=75,2749.0648421311835,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=76,3082.887703663639,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=77,3227.8881905472176,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=78,3564.982933933505,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=79,4053.5862484615013,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=80,4417.957985905393,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=81,4866.688243326836,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=82,5081.448948587578,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=83,5201.197983475734,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=84,5160.551574168938,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=85,5228.990214532792,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=86,5499.892389800367,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=87,5752.833663225922,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=88,6896.740477119196,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=89,8135.974180333227,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=90,9950.312468966233,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=91,11353.716256782167,3
