parameters,median_magnitude,toff
current=2000_tbl=0_toff=1_hstrt=0_hend=2_speed=47,16752.86511128673,1
current=2000_tbl=0_toff=1_hstrt=0_hend=3_speed=47,18060.96423236189,1
current=2000_tbl=0_toff=1_hstrt=0_hend=4_speed=47,15418.119614301877,1
current=2000_tbl=0_toff=1_hstrt=0_hend=5_speed=47,16354.534158885912,1
current=2000_tbl=0_toff=1_hstrt=0_hend=6_speed=47,13892.779656806213,1
current=2000_tbl=0_toff=1_hstrt=0_hend=7_speed=47,14540.236240599763,1
current=2000_tbl=0_toff=1_hstrt=0_hend=8_speed=47,12619.728617787712,1
current=2000_tbl=0_toff=1_hstrt=0_hend=9_speed=47,12927.183190843742,1
current=2000_tbl=0_toff=1_hstrt=0_hend=10_speed=47,12529.831538320504,1
current=2000_tbl=0_toff=1_hstrt=0_hend=11_speed=47,12749.548117800874,1
current=2000_tbl=0_toff=1_hstrt=0_hend=12_speed=47,11612.172213324891,1
current=2000_tbl=0_toff=1_hstrt=0_hend=13_speed=47,11680.384127776295,1
current=2000_tbl=0_toff=1_hstrt=0_hend=14_speed=47,10842.931188954404,1
current=2000_tbl=0_toff=1_hstrt=0_hend=15_speed=47,10821.631510247102,1
current=2000_tbl=0_toff=1_hstrt=1_hend=2_speed=47,17253.724852270072,1
current=2000_tbl=0_toff=1_hstrt=1_hend=3_speed=47,18507.981632009538,1
current=2000_tbl=0_toff=1_hstrt=1_hend=4_speed=47,15794.61494860469,1
current=2000_tbl=0_toff=1_hstrt=1_hend=5_speed=47,16613.306490390878,1
current=2000_tbl=0_toff=1_hstrt=1_hend=6_speed=47,14382.198746574517,1
current=2000_tbl=0_toff=1_hstrt=1_hend=7_speed=47,14850.058523477854,1
current=2000_tbl=0_toff=1_hstrt=1_hend=8_speed=47,13057.938170268651,1
current=2000_tbl=0_toff=1_hstrt=1_hend=9_speed=47,13557.515625777993,1
current=2000_tbl=0_toff=1_hstrt=1_hend=10_speed=47,11918.235343224802,1
current=2000_tbl=0_toff=1_hstrt=1_hend=11_speed=47,12272.460987443128,1
current=2000_tbl=0_toff=1_hstrt=1_hend=12_speed=47,11057.764400192178,1
current=2000_tbl=0_toff=1_hstrt=1_hend=13_speed=47,11233.007857434503,1
current=2000_tbl=0_toff=1_hstrt=1_hend=14_speed=47,10772.90870794917,1
current=2000_tbl=0_toff=1_hstrt=2_hend=2_speed=47,18612.786098857614,1
current=2000_tbl=0_toff=1_hstrt=2_hend=3_speed=47,15816.358057951466,1
current=2000_tbl=0_toff=1_hstrt=2_hend=4_speed=47,16690.657753865526,1
current=2000_tbl=0_toff=1_hstrt=2_hend=5_speed=47,14368.977141852381,1
current=2000_tbl=0_toff=1_hstrt=2_hend=6_speed=47,14806.712481824934,1
current=2000_tbl=0_toff=1_hstrt=2_hend=7_speed=47,13102.29273032855,1
current=2000_tbl=0_toff=1_hstrt=2_hend=8_speed=47,13500.227850811327,1
current=2000_tbl=0_toff=1_hstrt=2_hend=9_speed=47,11863.376251905578,1
current=2000_tbl=0_toff=1_hstrt=2_hend=10_speed=47,12155.938214392863,1
current=2000_tbl=0_toff=1_hstrt=2_hend=11_speed=47,11106.79826400699,1
current=2000_tbl=0_toff=1_hstrt=2_hend=12_speed=47,11299.485400820236,1
current=2000_tbl=0_toff=1_hstrt=2_hend=13_speed=47,10627.142389805962,1
current=2000_tbl=0_toff=1_hstrt=3_hend=2_speed=47,17649.207934973354,1
current=2000_tbl=0_toff=1_hstrt=3_hend=3_speed=47,15046.903857900577,1
current=2000_tbl=0_toff=1_hstrt=3_hend=4_speed=47,15887.951801349773,1
current=2000_tbl=0_toff=1_hstrt=3_hend=5_speed=47,13614.144743573765,1
current=2000_tbl=0_toff=1_hstrt=3_hend=6_speed=47,14255.566324515308,1
current=2000_tbl=0_toff=1_hstrt=3_hend=7_speed=47,12194.709568438482,1
current=2000_tbl=0_toff=1_hstrt=3_hend=8_speed=47,12760.404869421815,1
current=2000_tbl=0_toff=1_hstrt=3_hend=9_speed=47,11545.487302800393,1
current=2000_tbl=0_toff=1_hstrt=3_hend=10_speed=47,11600.057019273232,1
current=2000_tbl=0_toff=1_hstrt=3_hend=11_speed=47,11002.794876731648,1
current=2000_tbl=0_toff=1_hstrt=3_hend=12_speed=47,10804.04396800951,1
current=2000_tbl=0_toff=1_hstrt=4_hend=2_speed=47,15318.069290577934,1
current=2000_tbl=0_toff=1_hstrt=4_hend=3_speed=47,15901.856305117693,1
current=2000_tbl=0_toff=1_hstrt=4_hend=4_speed=47,13810.590297954954,1
current=2000_tbl=0_toff=1_hstrt=4_hend=5_speed=47,14204.025851441658,1
current=2000_tbl=0_toff=1_hstrt=4_hend=6_speed=47,12188.353690148164,1
current=2000_tbl=0_toff=1_hstrt=4_hend=7_speed=47,12811.345118648935,1
current=2000_tbl=0_toff=1_hstrt=4_hend=8_speed=47,11558.657137326813,1
current=2000_tbl=0_toff=1_hstrt=4_hend=9_speed=47,11695.952265901986,1
current=2000_tbl=0_toff=1_hstrt=4_hend=10_speed=47,10986.707334245355,1
current=2000_tbl=0_toff=1_hstrt=4_hend=11_speed=47,10804.366111524938,1
current=2000_tbl=0_toff=1_hstrt=5_hend=2_speed=47,14438.89407719043,1
current=2000_tbl=0_toff=1_hstrt=5_hend=3_speed=47,14956.922085996117,1
current=2000_tbl=0_toff=1_hstrt=5_hend=4_speed=47,12974.952039517691,1
current=2000_tbl=0_toff=1_hstrt=5_hend=5_speed=47,13419.214124556107,1
current=2000_tbl=0_toff=1_hstrt=5_hend=6_speed=47,11965.055793444179,1
current=2000_tbl=0_toff=1_hstrt=5_hend=7_speed=47,12143.932843341223,1
current=2000_tbl=0_toff=1_hstrt=5_hend=8_speed=47,11201.154680034437,1
current=2000_tbl=0_toff=1_hstrt=5_hend=9_speed=47,11305.643148431485,1
current=2000_tbl=0_toff=1_hstrt=5_hend=10_speed=47,10611.358883948087,1
current=2000_tbl=0_toff=1_hstrt=6_hend=2_speed=47,15066.620450251881,1
current=2000_tbl=0_toff=1_hstrt=6_hend=3_speed=47,12780.959771553205,1
current=2000_tbl=0_toff=1_hstrt=6_hend=4_speed=47,13389.089004611134,1
current=2000_tbl=0_toff=1_hstrt=6_hend=5_speed=47,11884.034139311621,1
current=2000_tbl=0_toff=1_hstrt=6_hend=6_speed=47,12105.315623308696,1
current=2000_tbl=0_toff=1_hstrt=6_hend=7_speed=47,11242.929329624836,1
current=2000_tbl=0_toff=1_hstrt=6_hend=8_speed=47,11316.650474107293,1
current=2000_tbl=0_toff=1_hstrt=6_hend=9_speed=47,10662.55605438538,1
current=2000_tbl=0_toff=1_hstrt=7_hend=2_speed=47,14248.603952203823,1
current=2000_tbl=0_toff=1_hstrt=7_hend=3_speed=47,12319.828799276034,1
current=2000_tbl=0_toff=1_hstrt=7_hend=4_speed=47,12713.793796603593,1
current=2000_tbl=0_toff=1_hstrt=7_hend=5_speed=47,11572.22950941202,1
current=2000_tbl=0_toff=1_hstrt=7_hend=6_speed=47,11853.261585470902,1
current=2000_tbl=0_toff=1_hstrt=7_hend=7_speed=47,10998.310437137396,1
current=2000_tbl=0_toff=1_hstrt=7_hend=8_speed=47,10780.273102240042,1
current=2000_tbl=0_toff=2_hstrt=0_hend=2_speed=47,15425.389136496884,2
current=2000_tbl=0_toff=2_hstrt=0_hend=3_speed=47,16934.157092653804,2
current=2000_tbl=0_toff=2_hstrt=0_hend=4_speed=47,13975.08203986166,2
current=2000_tbl=0_toff=2_hstrt=0_hend=5_speed=47,15069.861453520283,2
current=2000_tbl=0_toff=2_hstrt=0_hend=6_speed=47,12634.139230839704,2
current=2000_tbl=0_toff=2_hstrt=0_hend=7_speed=47,13581.643197272382,2
current=2000_tbl=0_toff=2_hstrt=0_hend=8_speed=47,11714.961912583527,2
current=2000_tbl=0_toff=2_hstrt=0_hend=9_speed=47,12647.250914232773,2
current=2000_tbl=0_toff=2_hstrt=0_hend=10_speed=47,11231.634570135338,2
current=2000_tbl=0_toff=2_hstrt=0_hend=11_speed=47,11731.299849856603,2
current=2000_tbl=0_toff=2_hstrt=0_hend=12_speed=47,10659.836527093175,2
current=2000_tbl=0_toff=2_hstrt=0_hend=13_speed=47,11181.605918468646,2
current=2000_tbl=0_toff=2_hstrt=0_hend=14_speed=47,10378.229284243218,2
current=2000_tbl=0_toff=2_hstrt=0_hend=15_speed=47,10608.626744742167,2
current=2000_tbl=0_toff=2_hstrt=1_hend=2_speed=47,14251.12075003143,2
current=2000_tbl=0_toff=2_hstrt=1_hend=3_speed=47,15854.683232288888,2
current=2000_tbl=0_toff=2_hstrt=1_hend=4_speed=47,12969.154153336214,2
current=2000_tbl=0_toff=2_hstrt=1_hend=5_speed=47,14056.740255700874,2
current=2000_tbl=0_toff=2_hstrt=1_hend=6_speed=47,12029.725738571502,2
current=2000_tbl=0_toff=2_hstrt=1_hend=7_speed=47,13011.025847427494,2
current=2000_tbl=0_toff=2_hstrt=1_hend=8_speed=47,11437.638769484012,2
current=2000_tbl=0_toff=2_hstrt=1_hend=9_speed=47,12144.294548064932,2
current=2000_tbl=0_toff=2_hstrt=1_hend=10_speed=47,10846.741360219414,2
current=2000_tbl=0_toff=2_hstrt=1_hend=11_speed=47,11489.28856011113,2
current=2000_tbl=0_toff=2_hstrt=1_hend=12_speed=47,10822.379183490933,2
current=2000_tbl=0_toff=2_hstrt=1_hend=13_speed=47,11068.763783167535,2
current=2000_tbl=0_toff=2_hstrt=1_hend=14_speed=47,10445.482313634806,2
current=2000_tbl=0_toff=2_hstrt=2_hend=2_speed=47,15709.618731901166,2
current=2000_tbl=0_toff=2_hstrt=2_hend=3_speed=47,13189.28122990981,2
current=2000_tbl=0_toff=2_hstrt=2_hend=4_speed=47,14154.594255230828,2
current=2000_tbl=0_toff=2_hstrt=2_hend=5_speed=47,12131.463028733859,2
current=2000_tbl=0_toff=2_hstrt=2_hend=6_speed=47,12934.962911729253,2
current=2000_tbl=0_toff=2_hstrt=2_hend=7_speed=47,11405.666272110526,2
current=2000_tbl=0_toff=2_hstrt=2_hend=8_speed=47,12073.709941624902,2
current=2000_tbl=0_toff=2_hstrt=2_hend=9_speed=47,10842.301816871894,2
current=2000_tbl=0_toff=2_hstrt=2_hend=10_speed=47,11476.755934614645,2
current=2000_tbl=0_toff=2_hstrt=2_hend=11_speed=47,10555.164272314165,2
current=2000_tbl=0_toff=2_hstrt=2_hend=12_speed=47,11006.21456028384,2
current=2000_tbl=0_toff=2_hstrt=2_hend=13_speed=47,10338.034678600028,2
current=2000_tbl=0_toff=2_hstrt=3_hend=2_speed=47,14949.39516666624,2
current=2000_tbl=0_toff=2_hstrt=3_hend=3_speed=47,12466.630338447067,2
current=2000_tbl=0_toff=2_hstrt=3_hend=4_speed=47,13494.068891791489,2
current=2000_tbl=0_toff=2_hstrt=3_hend=5_speed=47,11792.937638677391,2
current=2000_tbl=0_toff=2_hstrt=3_hend=6_speed=47,12662.311688107697,2
current=2000_tbl=0_toff=2_hstrt=3_hend=7_speed=47,11177.029857952304,2
current=2000_tbl=0_toff=2_hstrt=3_hend=8_speed=47,11868.076640027934,2
current=2000_tbl=0_toff=2_hstrt=3_hend=9_speed=47,10778.91864101429,2
current=2000_tbl=0_toff=2_hstrt=3_hend=10_speed=47,11185.163862748474,2
current=2000_tbl=0_toff=2_hstrt=3_hend=11_speed=47,10647.431214974158,2
current=2000_tbl=0_toff=2_hstrt=3_hend=12_speed=47,10621.829187689138,2
current=2000_tbl=0_toff=2_hstrt=4_hend=2_speed=47,12712.795993536556,2
current=2000_tbl=0_toff=2_hstrt=4_hend=3_speed=47,13575.897811278792,2
current=2000_tbl=0_toff=2_hstrt=4_hend=4_speed=47,11768.756647404753,2
current=2000_tbl=0_toff=2_hstrt=4_hend=5_speed=47,12743.889017919295,2
current=2000_tbl=0_toff=2_hstrt=4_hend=6_speed=47,11318.279988352693,2
current=2000_tbl=0_toff=2_hstrt=4_hend=7_speed=47,11693.807686245713,2
current=2000_tbl=0_toff=2_hstrt=4_hend=8_speed=47,10656.806478061835,2
current=2000_tbl=0_toff=2_hstrt=4_hend=9_speed=47,11192.261983873424,2
current=2000_tbl=0_toff=2_hstrt=4_hend=10_speed=47,10606.659237459407,2
current=2000_tbl=0_toff=2_hstrt=4_hend=11_speed=47,10648.731826137875,2
current=2000_tbl=0_toff=2_hstrt=5_hend=2_speed=47,12091.886981098178,2
current=2000_tbl=0_toff=2_hstrt=5_hend=3_speed=47,13090.0054222016,2
current=2000_tbl=0_toff=2_hstrt=5_hend=4_speed=47,11411.366138775518,2
current=2000_tbl=0_toff=2_hstrt=5_hend=5_speed=47,12163.387088328102,2
current=2000_tbl=0_toff=2_hstrt=5_hend=6_speed=47,10833.372816392106,2
current=2000_tbl=0_toff=2_hstrt=5_hend=7_speed=47,11433.653351299874,2
current=2000_tbl=0_toff=2_hstrt=5_hend=8_speed=47,10681.145069835653,2
current=2000_tbl=0_toff=2_hstrt=5_hend=9_speed=47,11000.387182105203,2
current=2000_tbl=0_toff=2_hstrt=5_hend=10_speed=47,10416.067254263733,2
current=2000_tbl=0_toff=2_hstrt=6_hend=2_speed=47,13035.690826880073,2
current=2000_tbl=0_toff=2_hstrt=6_hend=3_speed=47,11367.944801201676,2
current=2000_tbl=0_toff=2_hstrt=6_hend=4_speed=47,12233.93672235457,2
current=2000_tbl=0_toff=2_hstrt=6_hend=5_speed=47,10896.86971721239,2
current=2000_tbl=0_toff=2_hstrt=6_hend=6_speed=47,11432.226826404452,2
current=2000_tbl=0_toff=2_hstrt=6_hend=7_speed=47,10736.663805708127,2
current=2000_tbl=0_toff=2_hstrt=6_hend=8_speed=47,10975.180231979852,2
current=2000_tbl=0_toff=2_hstrt=6_hend=9_speed=47,10401.115254951701,2
current=2000_tbl=0_toff=2_hstrt=7_hend=2_speed=47,12713.817692651684,2
current=2000_tbl=0_toff=2_hstrt=7_hend=3_speed=47,11029.518236098565,2
current=2000_tbl=0_toff=2_hstrt=7_hend=4_speed=47,11779.97922199372,2
current=2000_tbl=0_toff=2_hstrt=7_hend=5_speed=47,10681.46822200167,2
current=2000_tbl=0_toff=2_hstrt=7_hend=6_speed=47,11162.161046473055,2
current=2000_tbl=0_toff=2_hstrt=7_hend=7_speed=47,10662.612434858145,2
current=2000_tbl=0_toff=2_hstrt=7_hend=8_speed=47,10732.855425276142,2
current=2000_tbl=0_toff=3_hstrt=0_hend=2_speed=47,12885.481127158353,3
current=2000_tbl=0_toff=3_hstrt=0_hend=3_speed=47,14644.130472419245,3
current=2000_tbl=0_toff=3_hstrt=0_hend=4_speed=47,11817.517466153331,3
current=2000_tbl=0_toff=3_hstrt=0_hend=5_speed=47,13324.92523176893,3
current=2000_tbl=0_toff=3_hstrt=0_hend=6_speed=47,10754.889496669111,3
current=2000_tbl=0_toff=3_hstrt=0_hend=7_speed=47,12299.425694947324,3
current=2000_tbl=0_toff=3_hstrt=0_hend=8_speed=47,10067.454854566906,3
current=2000_tbl=0_toff=3_hstrt=0_hend=9_speed=47,11532.617647092618,3
current=2000_tbl=0_toff=3_hstrt=0_hend=10_speed=47,9585.13589427089,3
current=2000_tbl=0_toff=3_hstrt=0_hend=11_speed=47,10961.817197124386,3
current=2000_tbl=0_toff=3_hstrt=0_hend=12_speed=47,9608.86521211901,3
current=2000_tbl=0_toff=3_hstrt=0_hend=13_speed=47,10501.156261088241,3
current=2000_tbl=0_toff=3_hstrt=0_hend=14_speed=47,9765.207500727127,3
current=2000_tbl=0_toff=3_hstrt=0_hend=15_speed=47,10352.663335606667,3
current=2000_tbl=0_toff=3_hstrt=1_hend=2_speed=47,12390.359766424826,3
current=2000_tbl=0_toff=3_hstrt=1_hend=3_speed=47,13620.484254285127,3
current=2000_tbl=0_toff=3_hstrt=1_hend=4_speed=47,11164.651159712877,3
current=2000_tbl=0_toff=3_hstrt=1_hend=5_speed=47,12613.421485076686,3
current=2000_tbl=0_toff=3_hstrt=1_hend=6_speed=47,10430.67469581885,3
current=2000_tbl=0_toff=3_hstrt=1_hend=7_speed=47,11935.82311878898,3
current=2000_tbl=0_toff=3_hstrt=1_hend=8_speed=47,9963.844665033694,3
current=2000_tbl=0_toff=3_hstrt=1_hend=9_speed=47,11137.299098466521,3
current=2000_tbl=0_toff=3_hstrt=1_hend=10_speed=47,9703.482225408909,3
current=2000_tbl=0_toff=3_hstrt=1_hend=11_speed=47,10751.240863536472,3
current=2000_tbl=0_toff=3_hstrt=1_hend=12_speed=47,10069.470255777931,3
current=2000_tbl=0_toff=3_hstrt=1_hend=13_speed=47,10563.296407138358,3
current=2000_tbl=0_toff=3_hstrt=1_hend=14_speed=47,10276.12972288056,3
current=2000_tbl=0_toff=3_hstrt=2_hend=2_speed=47,13645.827922665503,3
current=2000_tbl=0_toff=3_hstrt=2_hend=3_speed=47,11127.451907172539,3
current=2000_tbl=0_toff=3_hstrt=2_hend=4_speed=47,12677.21346131605,3
current=2000_tbl=0_toff=3_hstrt=2_hend=5_speed=47,10326.179540680467,3
current=2000_tbl=0_toff=3_hstrt=2_hend=6_speed=47,11942.909534498353,3
current=2000_tbl=0_toff=3_hstrt=2_hend=7_speed=47,9777.770085827062,3
current=2000_tbl=0_toff=3_hstrt=2_hend=8_speed=47,11124.971874563344,3
current=2000_tbl=0_toff=3_hstrt=2_hend=9_speed=47,9674.14147756723,3
current=2000_tbl=0_toff=3_hstrt=2_hend=10_speed=47,10726.799388083551,3
current=2000_tbl=0_toff=3_hstrt=2_hend=11_speed=47,10112.841408375665,3
current=2000_tbl=0_toff=3_hstrt=2_hend=12_speed=47,10439.695544372358,3
current=2000_tbl=0_toff=3_hstrt=2_hend=13_speed=47,10262.030942733367,3
current=2000_tbl=0_toff=3_hstrt=3_hend=2_speed=47,13081.103977279257,3
current=2000_tbl=0_toff=3_hstrt=3_hend=3_speed=47,10679.262885520626,3
