parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=10,2684.5695430821643,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=11,2585.203475561347,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=12,4215.4528507458235,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=13,3053.606884380685,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=14,2879.0272473262057,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=15,3885.2043449186954,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=16,4077.6002652910574,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=17,3402.4124382705695,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=18,3317.2750490576495,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=19,3298.3340976635386,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=20,3095.183311548763,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=21,3313.799979025222,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=22,4413.632671362546,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=23,4488.889963030035,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=24,3503.230033932185,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=25,3606.6850129667328,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=26,3454.6761989661254,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=27,3353.9270310392476,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=28,3652.5474733509245,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=29,3416.7061265482,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=30,2962.5398966619036,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=31,3003.4035795778973,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=32,3116.5590700631965,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=33,3243.912656287871,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=34,3602.459695261536,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=35,3893.2369306089045,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=36,4332.369924667518,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=37,5069.311422864064,3
