parameters,median_magnitude,toff
current=2200_tbl=0_toff=1_hstrt=0_hend=2_speed=47,12336.89390215692,1
current=2200_tbl=0_toff=1_hstrt=0_hend=3_speed=47,11893.474299930947,1
current=2200_tbl=0_toff=1_hstrt=0_hend=4_speed=47,11062.903428876076,1
current=2200_tbl=0_toff=1_hstrt=0_hend=5_speed=47,10507.735612170389,1
current=2200_tbl=0_toff=1_hstrt=0_hend=6_speed=47,9612.1783013446,1
current=2200_tbl=0_toff=1_hstrt=0_hend=7_speed=47,9040.980353370873,1
current=2200_tbl=0_toff=1_hstrt=0_hend=8_speed=47,8359.509982728925,1
current=2200_tbl=0_toff=1_hstrt=0_hend=9_speed=47,7812.0316346673735,1
current=2200_tbl=0_toff=1_hstrt=0_hend=10_speed=47,7261.775851634503,1
current=2200_tbl=0_toff=1_hstrt=0_hend=11_speed=47,6724.371816950152,1
current=2200_tbl=0_toff=1_hstrt=0_hend=12_speed=47,6418.449648194076,1
current=2200_tbl=0_toff=1_hstrt=0_hend=13_speed=47,6071.055285655483,1
current=2200_tbl=0_toff=1_hstrt=0_hend=14_speed=47,5808.223676651219,1
current=2200_tbl=0_toff=1_hstrt=0_hend=15_speed=47,5641.485971144102,1
current=2200_tbl=0_toff=1_hstrt=1_hend=2_speed=47,12482.59457431164,1
current=2200_tbl=0_toff=1_hstrt=1_hend=3_speed=47,11499.61294025152,1
current=2200_tbl=0_toff=1_hstrt=1_hend=4_speed=47,10463.964560940318,1
current=2200_tbl=0_toff=1_hstrt=1_hend=5_speed=47,9761.515736241634,1
current=2200_tbl=0_toff=1_hstrt=1_hend=6_speed=47,9108.776637221683,1
current=2200_tbl=0_toff=1_hstrt=1_hend=7_speed=47,8324.191237086983,1
current=2200_tbl=0_toff=1_hstrt=1_hend=8_speed=47,7728.355377502941,1
current=2200_tbl=0_toff=1_hstrt=1_hend=9_speed=47,7149.996953915094,1
current=2200_tbl=0_toff=1_hstrt=1_hend=10_speed=47,6765.937642206383,1
current=2200_tbl=0_toff=1_hstrt=1_hend=11_speed=47,6455.728482388413,1
current=2200_tbl=0_toff=1_hstrt=1_hend=12_speed=47,6123.795929977252,1
current=2200_tbl=0_toff=1_hstrt=1_hend=13_speed=47,5879.788826937014,1
current=2200_tbl=0_toff=1_hstrt=1_hend=14_speed=47,5579.925087863625,1
