parameters,median_magnitude,toff
current=2000_tbl=0_toff=4_hstrt=0_hend=13_speed=100,5089.738246677465,4
current=2000_tbl=0_toff=4_hstrt=0_hend=13_speed=101,7159.380352410257,4
current=2000_tbl=0_toff=4_hstrt=0_hend=13_speed=102,5066.814044648687,4
current=2000_tbl=0_toff=4_hstrt=0_hend=13_speed=103,6016.905525686415,4
current=2000_tbl=0_toff=4_hstrt=0_hend=13_speed=104,4643.879813648953,4
current=2000_tbl=0_toff=4_hstrt=0_hend=13_speed=105,5187.210252817658,4
current=2000_tbl=0_toff=4_hstrt=0_hend=13_speed=106,4220.652083566494,4
current=2000_tbl=0_toff=4_hstrt=0_hend=13_speed=107,4939.575033973551,4
current=2000_tbl=0_toff=4_hstrt=0_hend=13_speed=108,4097.247883342869,4
current=2000_tbl=0_toff=4_hstrt=0_hend=13_speed=109,4827.586915707663,4
current=2000_tbl=0_toff=4_hstrt=0_hend=13_speed=110,4059.992834948846,4
