file_name,median_magnitude,parameters,toff
idm_accel-20240130_141400.csv,12352.267150131589,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=50,3
idm_accel-20240130_141401.csv,9003.31122329759,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=51,3
idm_accel-20240130_141403.csv,10756.643681800517,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=52,3
idm_accel-20240130_141404.csv,10238.50772478438,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=53,3
idm_accel-20240130_141405.csv,8404.968285559553,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=54,3
idm_accel-20240130_141406.csv,6442.247248004256,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=55,3
idm_accel-20240130_141408.csv,5663.620536496906,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=56,3
idm_accel-20240130_141409.csv,4774.46293036968,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=57,3
idm_accel-20240130_141410.csv,3925.801599475863,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=58,3
idm_accel-20240130_141411.csv,3535.954150714567,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=59,3
idm_accel-20240130_141413.csv,3077.9136147195577,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=60,3
idm_accel-20240130_141414.csv,2732.5509277454134,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=61,3
idm_accel-20240130_141415.csv,2486.88758650539,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=62,3
idm_accel-20240130_141417.csv,2398.2683493729737,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=63,3
idm_accel-20240130_141418.csv,2436.6057421726737,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=64,3
idm_accel-20240130_141419.csv,2228.089910798916,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=65,3
idm_accel-20240130_141421.csv,2189.012699126665,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=66,3
idm_accel-20240130_141422.csv,1936.818877496972,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=67,3
idm_accel-20240130_141423.csv,2133.2079004171665,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=68,3
idm_accel-20240130_141425.csv,2138.0287253751158,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=69,3
idm_accel-20240130_141426.csv,2279.0981759389297,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=70,3
idm_accel-20240130_141427.csv,2453.789211264526,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=71,3
idm_accel-20240130_141429.csv,2374.3357767417633,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=72,3
idm_accel-20240130_141430.csv,2448.4706183065027,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=73,3
idm_accel-20240130_141431.csv,2457.4424530331235,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=74,3
idm_accel-20240130_141433.csv,2749.0648421311835,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=75,3
idm_accel-20240130_141434.csv,3082.887703663639,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=76,3
idm_accel-20240130_141435.csv,3227.8881905472176,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=77,3
idm_accel-20240130_141437.csv,3564.982933933505,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=78,3
idm_accel-20240130_141438.csv,4053.5862484615013,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=79,3
idm_accel-20240130_141440.csv,4417.957985905393,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=80,3
idm_accel-20240130_141441.csv,4866.688243326836,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=81,3
idm_accel-20240130_141442.csv,5081.448948587578,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=82,3
idm_accel-20240130_141444.csv,5201.197983475734,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=83,3
idm_accel-20240130_141445.csv,5160.551574168938,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=84,3
idm_accel-20240130_141446.csv,5228.990214532792,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=85,3
idm_accel-20240130_141448.csv,5499.892389800367,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=86,3
idm_accel-20240130_141449.csv,5752.833663225922,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=87,3
idm_accel-20240130_141450.csv,6896.740477119196,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=88,3
idm_accel-20240130_141452.csv,8135.974180333227,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=89,3
idm_accel-20240130_141453.csv,9950.312468966233,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=90,3
idm_accel-20240130_141454.csv,11353.716256782167,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=91,3
idm_accel-20240130_141456.csv,11995.671768108758,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=92,3
idm_accel-20240130_141457.csv,13047.072980233963,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=93,3
idm_accel-20240130_141458.csv,13091.450016613166,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=94,3
idm_accel-20240130_141500.csv,12604.762392974502,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=95,3
idm_accel-20240130_141501.csv,12189.485183562027,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=96,3
idm_accel-20240130_141502.csv,11676.170730779058,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=97,3
idm_accel-20240130_141504.csv,10168.121176953187,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=98,3
idm_accel-20240130_141505.csv,8662.727528150275,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=99,3
idm_accel-20240130_141507.csv,7151.616218343461,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=100,3
idm_accel-20240130_141508.csv,6150.705463093461,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=101,3
idm_accel-20240130_141509.csv,4665.118983927771,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=102,3
idm_accel-20240130_141511.csv,4100.648929970649,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=103,3
idm_accel-20240130_141512.csv,4496.030238049091,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=104,3
idm_accel-20240130_141513.csv,4349.960555842952,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=105,3
idm_accel-20240130_141515.csv,4103.044191070217,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=106,3
idm_accel-20240130_141516.csv,3904.8893276904105,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=107,3
idm_accel-20240130_141517.csv,3360.2618166691823,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=108,3
idm_accel-20240130_141519.csv,3648.4783342056126,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=109,3
idm_accel-20240130_141520.csv,3644.238939677077,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=110,3
idm_accel-20240130_141521.csv,3694.586258246999,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=111,3
idm_accel-20240130_141523.csv,3847.439984343485,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=112,3
idm_accel-20240130_141524.csv,3553.947709300648,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=113,3
idm_accel-20240130_141525.csv,3692.634442916891,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=114,3
idm_accel-20240130_141527.csv,3728.841302844944,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=115,3
idm_accel-20240130_141528.csv,3480.302978556325,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=116,3
idm_accel-20240130_141529.csv,3205.255748310015,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=117,3
idm_accel-20240130_141531.csv,3491.1893625049574,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=118,3
idm_accel-20240130_141532.csv,3249.23656081529,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=119,3
idm_accel-20240130_141534.csv,3260.2170245002026,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=120,3
idm_accel-20240130_141535.csv,3468.628936586879,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=121,3
idm_accel-20240130_141536.csv,3056.5395248211003,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=122,3
idm_accel-20240130_141538.csv,3406.8673606394223,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=123,3
idm_accel-20240130_141539.csv,3255.5543889684145,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=124,3
idm_accel-20240130_141540.csv,3383.998060957825,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=125,3
idm_accel-20240130_141542.csv,3165.779261032587,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=126,3
idm_accel-20240130_141543.csv,3122.2775047392433,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=127,3
idm_accel-20240130_141544.csv,3067.502145590056,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=128,3
idm_accel-20240130_141546.csv,2902.4184649566773,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=129,3
idm_accel-20240130_141547.csv,2844.8637163890126,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=130,3
idm_accel-20240130_141548.csv,3023.9856186260204,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=131,3
idm_accel-20240130_141550.csv,2891.8977041462113,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=132,3
idm_accel-20240130_141551.csv,2896.245829488837,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=133,3
idm_accel-20240130_141552.csv,2978.3907139771595,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=134,3
idm_accel-20240130_141554.csv,3161.575700513429,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=135,3
idm_accel-20240130_141555.csv,3152.869870393398,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=136,3
idm_accel-20240130_141557.csv,3144.86229968062,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=137,3
idm_accel-20240130_141558.csv,3303.1514295837596,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=138,3
idm_accel-20240130_141559.csv,3313.1979542047707,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=139,3
idm_accel-20240130_141601.csv,3266.6083878523964,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=140,3
idm_accel-20240130_141602.csv,3354.8395691917613,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=141,3
idm_accel-20240130_141603.csv,3674.2264917743523,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=142,3
idm_accel-20240130_141605.csv,3348.8094970619063,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=143,3
idm_accel-20240130_141606.csv,3328.0948119214936,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=144,3
idm_accel-20240130_141607.csv,3004.7793603853524,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=145,3
idm_accel-20240130_141609.csv,3083.783785285557,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=146,3
idm_accel-20240130_141610.csv,3109.4587488513016,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=147,3
idm_accel-20240130_141611.csv,2913.252296781666,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=148,3
idm_accel-20240130_141613.csv,3276.261803594817,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=149,3
idm_accel-20240130_141614.csv,3062.927809213592,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=150,3
idm_accel-20240130_141616.csv,2955.2208252920123,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=151,3
idm_accel-20240130_141617.csv,3298.7193375664224,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=152,3
idm_accel-20240130_141618.csv,3310.355893168118,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=153,3
idm_accel-20240130_141620.csv,3276.7306671641727,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=154,3
idm_accel-20240130_141621.csv,3531.5213032077013,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=155,3
idm_accel-20240130_141623.csv,3571.237295462933,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=156,3
idm_accel-20240130_141624.csv,3537.7001134886777,current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=157,3
