parameters,median_magnitude,toff
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=50,13014.497041532159,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=51,9461.423314656902,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=52,10621.198842423231,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=53,9065.728398005322,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=54,7936.834476225357,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=55,5222.757508995466,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=56,4308.77227534972,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=57,3482.425360058557,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=58,2648.887415076143,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=59,2235.8254277555916,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=60,2066.6106667176214,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=61,1795.6065521174614,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=62,1780.007994680736,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=63,1872.2319382878034,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=64,1825.0601324113754,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=65,1897.0418741412393,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=66,1950.3619648200595,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=67,1982.239899427952,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=68,2176.665103436985,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=69,2190.5780389902047,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=70,2530.950878125279,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=71,2788.2202737550947,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=72,2455.1106810883844,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=73,2359.2594852149205,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=74,2307.7272516598096,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=75,2710.849565332598,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=76,2984.7812191838257,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=77,3181.692269336541,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=78,3446.539568398951,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=79,4114.445131281016,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=80,4251.188047716669,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=81,4498.27868350094,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=82,4792.248488213355,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=83,5176.948317636508,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=84,5281.99197101635,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=85,5157.450020380184,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=86,5141.879828752223,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=87,5209.666181734013,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=88,5801.533503987385,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=89,7352.875617320019,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=90,8825.383258998354,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=91,10535.787107863911,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=92,11942.708906386257,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=93,12254.41943414301,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=94,13125.93324015351,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=95,13048.146274091561,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=96,12763.293012090568,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=97,11999.100503994017,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=98,10328.714717060908,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=99,9271.968066794685,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=100,7583.985668238951,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=101,6270.27473592908,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=102,4720.049408023508,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=103,4004.141765727176,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=104,4196.100534045848,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=105,4063.5668334470784,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=106,4245.869421145191,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=107,3842.1248976091565,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=108,3197.742473472027,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=109,3498.2522614116324,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=110,3436.6675910878275,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=111,3317.2577342772306,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=112,3704.7855138951395,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=113,3713.9724244451572,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=114,3895.615271823848,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=115,3687.219756406618,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=116,3476.5885654248905,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=117,3711.8435006546665,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=118,3488.641818498206,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=119,3510.142456400711,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=120,3613.6711805511522,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=121,3603.143754202897,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=122,3401.4230034503435,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=123,3617.1258487378127,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=124,3562.5151065887985,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=125,3479.7014734067798,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=126,3468.1992387294604,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=127,3379.985310344467,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=128,3088.7570659657504,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=129,3069.176032042787,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=130,3086.723039058063,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=131,3113.872575535321,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=132,3059.455685458335,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=133,3279.5398735282697,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=134,3193.549122862633,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=135,3119.5188951965874,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=136,3269.9690971363348,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=137,3401.5059237551277,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=138,3377.2025709769314,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=139,3679.774383575198,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=140,3845.410866266794,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=141,3855.836306239158,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=142,4122.940389360438,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=143,3847.2131389383476,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=144,3557.4188160180165,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=145,3283.277146269709,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=146,3223.7380091304417,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=147,3405.301448527416,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=148,3075.9780118584904,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=149,2973.1203539823305,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=150,3160.5384467385857,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=151,3410.153464161323,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=152,3123.6138931903783,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=153,3446.8289477409116,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=154,3331.4522327123364,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=155,3444.672979935565,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=156,3530.7810674061657,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=157,3410.785432214954,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=158,3449.6915090377715,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=159,3342.0756944111163,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=160,3135.047776094853,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=161,3179.7053241368944,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=162,3096.491470124361,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=163,2858.4602134425254,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=164,3083.066197851581,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=165,2976.1166597137335,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=166,3017.51625502263,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=167,3003.4760834372187,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=168,3100.6304813317506,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=169,2869.8239789572553,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=170,2989.5248649809546,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=171,2742.9924452103546,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=172,2927.3342222319448,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=173,2964.7796574214954,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=174,2918.1949448809632,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=175,2972.8175166819615,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=176,3068.9220185421696,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=177,3257.8019630137287,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=178,3405.5412574832435,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=179,3787.2940643354564,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=180,4063.9667295325476,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=181,3691.9081233980187,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=182,4110.450267054999,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=183,3900.6328388753996,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=184,4147.921036979467,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=185,3907.8124004946617,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=186,3620.575994238014,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=187,3739.43303697164,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=188,3509.2480657476917,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=189,3396.73347320802,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=190,3232.8283625096637,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=191,3047.4693387215375,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=192,3224.5336928030365,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=193,3539.2552774691894,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=194,2962.752726822784,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=195,3257.445135852611,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=196,3324.438452139731,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=197,3243.3612850367863,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=198,3284.3350854423065,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=199,3381.0434025692994,3
current=2200_tbl=2_toff=3_hstrt=5_hend=2_speed=200,3144.555798616436,3
