parameters,median_magnitude,toff
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=10,2237.4503046424093,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=11,3107.4837617324056,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=12,2733.6625078998823,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=13,2563.052982963021,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=14,3220.3035855856806,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=15,3636.9333860735505,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=16,3776.5205343662174,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=17,3828.0491954193485,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=18,3294.6494128425966,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=19,4127.525891748184,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=20,4491.471265451052,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=21,5834.784881053797,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=22,6420.67035075463,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=23,8023.573828083128,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=24,7652.738939356678,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=25,5995.472965944493,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=26,3929.4269021591813,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=27,3631.4854263471484,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=28,2898.7721822963867,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=29,3148.8639993966144,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=30,2715.8036360977203,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=31,3245.933546907124,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=32,2870.347251760529,3
current=2000_tbl=2_toff=3_hstrt=5_hend=2_speed=33,3245.620956501367,3
